Project Name,File Name,Method Name,Start Line,End Line,Method Code,Documentation,Code With Doc,TokenID
struct,info.py,__delitem__,56,59,"def __delitem__(self, key):        if not self.deletable:            raise DeleteError        del self.__dict__[key]",,"def __delitem__(self, key):        if not self.deletable:            raise DeleteError        del self.__dict__[key]",a483915e-5332-4a7c-a553-1f9b63f4b50f
struct,info.py,__len__,61,62,def __len__(self):        return len(self.__dict__),,def __len__(self):        return len(self.__dict__),5f837430-cd57-4107-9279-8151c3be7932
struct,info.py,__iter__,64,65,def __iter__(self):        return iter(self.__dict__),,def __iter__(self):        return iter(self.__dict__),7e121307-d2d6-4738-8569-194b46a67b61
struct,info.py,__str__,67,68,"def __str__(self):        return f""<Info {self.__dict__}>""",,"def __str__(self):        return f""<Info {self.__dict__}>""",b6cb2515-78ea-476d-afa1-4f1a81730754
struct,info.py,readable,71,72,def readable(self):        return bool(self.__readable__),,def readable(self):        return bool(self.__readable__),64be626b-54e2-4407-a471-0ec457dc36da
struct,info.py,writable,75,76,def writable(self):        return bool(self.__writeable__),,def writable(self):        return bool(self.__writeable__),bf9f036e-b27e-46fc-8b82-fb251e505502
struct,info.py,updateable,79,80,def updateable(self):        return bool(self.__updateable__),,def updateable(self):        return bool(self.__updateable__),d67aea89-187d-44d5-ad05-1423b610c238
struct,info.py,deletable,83,84,def deletable(self):        return bool(self.__deleteable__),,def deletable(self):        return bool(self.__deleteable__),17cecd56-824e-4a66-a250-0d8633b0b2b2
struct,info.py,lock,86,90,"def lock(self, read=True, write=True, update=False, delete=False):        self.__readable__ = read        self.__writeable__ = write        self.__updateable__ = update        self.__deleteable__ = delete",,"def lock(self, read=True, write=True, update=False, delete=False):        self.__readable__ = read        self.__writeable__ = write        self.__updateable__ = update        self.__deleteable__ = delete",4710b7fd-288d-49e6-b567-1ad80da2c2b1
struct,info.py,unlock,92,96,def unlock(self):        self.__readable__ = True        self.__writeable__ = True        self.__updateable__ = True        self.__deleteable__ = True,,def unlock(self):        self.__readable__ = True        self.__writeable__ = True        self.__updateable__ = True        self.__deleteable__ = True,9cdc9dd5-6202-411f-894c-6f700ef3cabc
struct,info.py,__getitem__,103,106,"def __getitem__(self, key):        if not self.readable:            raise ReadError        return InscDict.__getitem__(self, key)",,"def __getitem__(self, key):        if not self.readable:            raise ReadError        return InscDict.__getitem__(self, key)",37f21cf0-04cb-4486-83d1-d00716cb0323
struct,info.py,__setitem__,108,113,"def __setitem__(self, key, value):        if not self.writable:            raise WriteError        if not self.updateable and key.lower() not in self.__dict__:            raise WriteError        InscDict.__setitem__(self, key, value)",,"def __setitem__(self, key, value):        if not self.writable:            raise WriteError        if not self.updateable and key.lower() not in self.__dict__:            raise WriteError        InscDict.__setitem__(self, key, value)",62474371-492d-44cb-82bb-99a794c35272
struct,info.py,__delitem__,115,118,"def __delitem__(self, key):        if not self.deletable:            raise DeleteError        InscDict.__delitem__(self, key)",,"def __delitem__(self, key):        if not self.deletable:            raise DeleteError        InscDict.__delitem__(self, key)",5ea3734a-6908-474a-9f30-902d7adf3d7b
struct,info.py,__str__,120,121,"def __str__(self):        return f""<InscInfo {self.__dict__}>""",,"def __str__(self):        return f""<InscInfo {self.__dict__}>""",3147ad4f-0213-4ba0-9de0-3b714a5d3186
struct,info.py,__init__,128,132,"def __init__(self, remotedict, *args, **kwargs):        super().__init__(*args, **kwargs)        self.__local__ = self.__dict__        self.__remote__ = remotedict        self.sync()",,"def __init__(self, remotedict, *args, **kwargs):        super().__init__(*args, **kwargs)        self.__local__ = self.__dict__        self.__remote__ = remotedict        self.sync()",da99b002-24ea-4400-bdda-f4cd9cd9103c
struct,info.py,__setitem__,134,136,"def __setitem__(self, key, value):        Info.__setitem__(self, key, value)        self.__remote__[key] = value",,"def __setitem__(self, key, value):        Info.__setitem__(self, key, value)        self.__remote__[key] = value",b5b7927a-5a56-46e6-a7c0-9fdc4c662cc2
struct,info.py,__delitem__,138,140,"def __delitem__(self, key):        Info.__delitem__(self, key)        del self.__remote__[key]",,"def __delitem__(self, key):        Info.__delitem__(self, key)        del self.__remote__[key]",54a0c85b-ed69-4898-bdbb-38992681a49e
struct,info.py,sync,142,146,"def sync(self, reverse=False):        if reverse:            self.synclocal()        else:            self.syncremote()",,"def sync(self, reverse=False):        if reverse:            self.synclocal()        else:            self.syncremote()",a7c353bb-2aad-4dc7-a198-d9b4f5efe320
struct,info.py,syncremote,148,149,def syncremote(self):        self.__remote__.update(self.copy()),,def syncremote(self):        self.__remote__.update(self.copy()),ede046cc-b558-4d08-bc6b-1382775454d1
struct,info.py,synclocal,151,153,"def synclocal(self):        d = dict((k, v) for k, v in self.__remote__.items() if k in self)        self.update(d)",,"def synclocal(self):        d = dict((k, v) for k, v in self.__remote__.items() if k in self)        self.update(d)",cdf2e722-ac6f-41e9-a64b-aa76695f04de
struct,lock.py,lock,9,26,"def lock(func=None, **kwgs):    # If the decorator was used with parameters, then `func` will be empty.    # If that is the case, return the decorator with the parameters set.    # This allows using it as `@lock` or `@lock(shared=True)`.    # Explanation can be found at:    # https://blogs.it.ox.ac.uk/inapickle/2012/01/05/python-decorators-with-optional-arguments/    if func is None:        return partial(lock, **kwgs)    @wraps(func)    def wrapped(self, *args, **kwargs):        self.lock.acquire(**kwgs)        try:            return func(self, *args, **kwargs)        finally:            self.lock.release()    return wrapped",,"def lock(func=None, **kwgs):    # If the decorator was used with parameters, then `func` will be empty.    # If that is the case, return the decorator with the parameters set.    # This allows using it as `@lock` or `@lock(shared=True)`.    # Explanation can be found at:    # https://blogs.it.ox.ac.uk/inapickle/2012/01/05/python-decorators-with-optional-arguments/    if func is None:        return partial(lock, **kwgs)    @wraps(func)    def wrapped(self, *args, **kwargs):        self.lock.acquire(**kwgs)        try:            return func(self, *args, **kwargs)        finally:            self.lock.release()    return wrapped",55291057-b8b3-4a58-9065-8c5960e5045d
struct,lock.py,__init__,74,87,"def __init__(self):                # Condition variable, used to signal waiters of a change in object        # state.        self.__condition = Condition(Lock())        # Initialize with no writers.        self.__writer = None        self.__writercount = 0        self.__upgradewritercount = 0        self.__pendingwriters = []        # Initialize with no readers.        self.__readers = {}",Initialize this read-write lock.,"def __init__(self):        """"""Initialize this read-write lock.""""""        # Condition variable, used to signal waiters of a change in object        # state.        self.__condition = Condition(Lock())        # Initialize with no writers.        self.__writer = None        self.__writercount = 0        self.__upgradewritercount = 0        self.__pendingwriters = []        # Initialize with no readers.        self.__readers = {}

Initialize this read-write lock.",f99f0156-8904-45d9-8a17-fb0108f41a70
struct,lock.py,acquire,89,93,"def acquire(self, blocking=True, timeout=None, shared=False):        if shared:            self.acquireread(blocking, timeout)        else:            self.acquirewrite(timeout)",,"def acquire(self, blocking=True, timeout=None, shared=False):        if shared:            self.acquireread(blocking, timeout)        else:            self.acquirewrite(timeout)",21374e1a-301f-4707-8c64-db7281e0e445
struct,lock.py,acquireread,95,145,"def acquireread(self, blocking=True, timeout=True):                if not blocking:            endtime = -1        elif timeout is not None:            endtime = time.time() + timeout        else:            endtime = None        me = current_thread()        self.__condition.acquire()        try:            if self.__writer is me:                # If we are the writer, grant a new read lock, always.                self.__writercount += 1                return            while True:                if self.__writer is None:                    # Only test anything if there is no current writer.                    if self.__upgradewritercount or self.__pendingwriters:                        if me in self.__readers:                            # Only grant a read lock if we already have one                            # in case writers are waiting for their turn.                            # This means that writers can't easily get starved                            # (but see below, readers can).                            self.__readers[me] += 1                            return                            # No, we aren't a reader (yet), wait for our turn.                    else:                        # Grant a new read lock, always, in case there are                        # no pending writers (and no writer).                        self.__readers[me] = self.__readers.get(me, 0) + 1                        return                if timeout is not None:                    remaining = endtime - time.time()                    if remaining <= 0:                        # Timeout has expired, signal caller of this.                        raise RuntimeError(""Acquiring read lock timed out"")                    self.__condition.wait(remaining)                else:                    self.__condition.wait()        finally:            self.__condition.release()","Acquire a read lock for the current thread, waiting at most timeout
seconds or doing a non-blocking check in case timeout is <= 0.

In case timeout is None, the call to acquireread blocks until the
lock request can be serviced.

In case the timeout expires before the lock could be serviced, a
RuntimeError is thrown.","def acquireread(self, blocking=True, timeout=True):        """"""Acquire a read lock for the current thread, waiting at most timeout        seconds or doing a non-blocking check in case timeout is <= 0.        In case timeout is None, the call to acquireread blocks until the        lock request can be serviced.        In case the timeout expires before the lock could be serviced, a        RuntimeError is thrown.        """"""        if not blocking:            endtime = -1        elif timeout is not None:            endtime = time.time() + timeout        else:            endtime = None        me = current_thread()        self.__condition.acquire()        try:            if self.__writer is me:                # If we are the writer, grant a new read lock, always.                self.__writercount += 1                return            while True:                if self.__writer is None:                    # Only test anything if there is no current writer.                    if self.__upgradewritercount or self.__pendingwriters:                        if me in self.__readers:                            # Only grant a read lock if we already have one                            # in case writers are waiting for their turn.                            # This means that writers can't easily get starved                            # (but see below, readers can).                            self.__readers[me] += 1                            return                            # No, we aren't a reader (yet), wait for our turn.                    else:                        # Grant a new read lock, always, in case there are                        # no pending writers (and no writer).                        self.__readers[me] = self.__readers.get(me, 0) + 1                        return                if timeout is not None:                    remaining = endtime - time.time()                    if remaining <= 0:                        # Timeout has expired, signal caller of this.                        raise RuntimeError(""Acquiring read lock timed out"")                    self.__condition.wait(remaining)                else:                    self.__condition.wait()        finally:            self.__condition.release()

Acquire a read lock for the current thread, waiting at most timeout
seconds or doing a non-blocking check in case timeout is <= 0.

In case timeout is None, the call to acquireread blocks until the
lock request can be serviced.

In case the timeout expires before the lock could be serviced, a
RuntimeError is thrown.",513b7ff1-7699-4506-9455-a11839884317
struct,lock.py,acquirewrite,147,236,"def acquirewrite(self, timeout=None):                if timeout is not None:            endtime = time.time() + timeout        me, upgradewriter = current_thread(), False        self.__condition.acquire()        try:            if self.__writer is me:                # If we are the writer, grant a new write lock, always.                self.__writercount += 1                return            elif me in self.__readers:                # If we are a reader, no need to add us to pendingwriters,                # we get the upgradewriter slot.                if self.__upgradewritercount:                    # If we are a reader and want to upgrade, and someone                    # else also wants to upgrade, there is no way we can do                    # this except if one of us releases all his read locks.                    # Signal this to user.                    if timeout is not None:                        raise RuntimeError(                            ""Write lock upgrade would deadlock until timeout""                        )                    else:                        raise ValueError(""Inevitable dead lock, denying write lock"")                upgradewriter = True                self.__upgradewritercount = self.__readers.pop(me)            else:                # We aren't a reader, so add us to the pending writers queue                # for synchronization with the readers.                self.__pendingwriters.append(me)            while True:                if not self.__readers and self.__writer is None:                    # Only test anything if there are no readers and writers.                    if self.__upgradewritercount:                        if upgradewriter:                            # There is a writer to upgrade, and it's us. Take                            # the write lock.                            self.__writer = me                            self.__writercount = self.__upgradewritercount + 1                            self.__upgradewritercount = 0                            return                            # There is a writer to upgrade, but it's not us.                            # Always leave the upgrade writer the advance slot,                            # because he presumes he'll get a write lock                            # directly from a previously held read lock.                    elif self.__pendingwriters[0] is me:                        # If there are no readers and writers, it's always                        # fine for us to take the writer slot, removing us                        # from the pending writers queue.                        # This might mean starvation for readers, though.                        self.__writer = me                        self.__writercount = 1                        self.__pendingwriters = self.__pendingwriters[1:]                        return                if timeout is not None:                    remaining = endtime - time.time()                    if remaining <= 0:                        # Timeout has expired, signal caller of this.                        if upgradewriter:                            # Put us back on the reader queue. No need to                            # signal anyone of this change, because no other                            # writer could've taken our spot before we got                            # here (because of remaining readers), as the test                            # for proper conditions is at the start of the                            # loop, not at the end.                            self.__readers[me] = self.__upgradewritercount                            self.__upgradewritercount = 0                        else:                            # We were a simple pending writer, just remove us                            # from the FIFO list.                            self.__pendingwriters.remove(me)                        raise RuntimeError(""Acquiring write lock timed out"")                    self.__condition.wait(remaining)                else:                    self.__condition.wait()        finally:            self.__condition.release()","Acquire a write lock for the current thread, waiting at most timeout
seconds or doing a non-blocking check in case timeout is <= 0.

In case the write lock cannot be serviced due to the deadlock
condition mentioned above, a ValueError is raised.

In case timeout is None, the call to acquirewrite blocks until the
lock request can be serviced.

In case the timeout expires before the lock could be serviced, a
RuntimeError is thrown.","def acquirewrite(self, timeout=None):        """"""Acquire a write lock for the current thread, waiting at most timeout        seconds or doing a non-blocking check in case timeout is <= 0.        In case the write lock cannot be serviced due to the deadlock        condition mentioned above, a ValueError is raised.        In case timeout is None, the call to acquirewrite blocks until the        lock request can be serviced.        In case the timeout expires before the lock could be serviced, a        RuntimeError is thrown.        """"""        if timeout is not None:            endtime = time.time() + timeout        me, upgradewriter = current_thread(), False        self.__condition.acquire()        try:            if self.__writer is me:                # If we are the writer, grant a new write lock, always.                self.__writercount += 1                return            elif me in self.__readers:                # If we are a reader, no need to add us to pendingwriters,                # we get the upgradewriter slot.                if self.__upgradewritercount:                    # If we are a reader and want to upgrade, and someone                    # else also wants to upgrade, there is no way we can do                    # this except if one of us releases all his read locks.                    # Signal this to user.                    if timeout is not None:                        raise RuntimeError(                            ""Write lock upgrade would deadlock until timeout""                        )                    else:                        raise ValueError(""Inevitable dead lock, denying write lock"")                upgradewriter = True                self.__upgradewritercount = self.__readers.pop(me)            else:                # We aren't a reader, so add us to the pending writers queue                # for synchronization with the readers.                self.__pendingwriters.append(me)            while True:                if not self.__readers and self.__writer is None:                    # Only test anything if there are no readers and writers.                    if self.__upgradewritercount:                        if upgradewriter:                            # There is a writer to upgrade, and it's us. Take                            # the write lock.                            self.__writer = me                            self.__writercount = self.__upgradewritercount + 1                            self.__upgradewritercount = 0                            return                            # There is a writer to upgrade, but it's not us.                            # Always leave the upgrade writer the advance slot,                            # because he presumes he'll get a write lock                            # directly from a previously held read lock.                    elif self.__pendingwriters[0] is me:                        # If there are no readers and writers, it's always                        # fine for us to take the writer slot, removing us                        # from the pending writers queue.                        # This might mean starvation for readers, though.                        self.__writer = me                        self.__writercount = 1                        self.__pendingwriters = self.__pendingwriters[1:]                        return                if timeout is not None:                    remaining = endtime - time.time()                    if remaining <= 0:                        # Timeout has expired, signal caller of this.                        if upgradewriter:                            # Put us back on the reader queue. No need to                            # signal anyone of this change, because no other                            # writer could've taken our spot before we got                            # here (because of remaining readers), as the test                            # for proper conditions is at the start of the                            # loop, not at the end.                            self.__readers[me] = self.__upgradewritercount                            self.__upgradewritercount = 0                        else:                            # We were a simple pending writer, just remove us                            # from the FIFO list.                            self.__pendingwriters.remove(me)                        raise RuntimeError(""Acquiring write lock timed out"")                    self.__condition.wait(remaining)                else:                    self.__condition.wait()        finally:            self.__condition.release()

Acquire a write lock for the current thread, waiting at most timeout
seconds or doing a non-blocking check in case timeout is <= 0.

In case the write lock cannot be serviced due to the deadlock
condition mentioned above, a ValueError is raised.

In case timeout is None, the call to acquirewrite blocks until the
lock request can be serviced.

In case the timeout expires before the lock could be serviced, a
RuntimeError is thrown.",c0de8ec5-921b-4f55-913a-d86ec353d13b
struct,lock.py,release,238,269,"def release(self):                me = current_thread()        self.__condition.acquire()        try:            if self.__writer is me:                # We are the writer, take one nesting depth away.                self.__writercount -= 1                if not self.__writercount:                    # No more write locks; take our writer position away and                    # notify waiters of the new circumstances.                    self.__writer = None                    self.__condition.notifyAll()            elif me in self.__readers:                # We are a reader currently, take one nesting depth away.                self.__readers[me] -= 1                if not self.__readers[me]:                    # No more read locks, take our reader position away.                    del self.__readers[me]                    if not self.__readers:                        # No more readers, notify waiters of the new                        # circumstances.                        self.__condition.notifyAll()            else:                raise ValueError(""Trying to release unheld lock"")        finally:            self.__condition.release()","Release the currently held lock.

In case the current thread holds no lock, a ValueError is
thrown.","def release(self):        """"""Release the currently held lock.        In case the current thread holds no lock, a ValueError is        thrown.        """"""        me = current_thread()        self.__condition.acquire()        try:            if self.__writer is me:                # We are the writer, take one nesting depth away.                self.__writercount -= 1                if not self.__writercount:                    # No more write locks; take our writer position away and                    # notify waiters of the new circumstances.                    self.__writer = None                    self.__condition.notifyAll()            elif me in self.__readers:                # We are a reader currently, take one nesting depth away.                self.__readers[me] -= 1                if not self.__readers[me]:                    # No more read locks, take our reader position away.                    del self.__readers[me]                    if not self.__readers:                        # No more readers, notify waiters of the new                        # circumstances.                        self.__condition.notifyAll()            else:                raise ValueError(""Trying to release unheld lock"")        finally:            self.__condition.release()

Release the currently held lock.

In case the current thread holds no lock, a ValueError is
thrown.",68c4a6c7-b4d3-4fe9-921c-35ea40cf9bf6
struct,lock.py,__delete__,271,272,"def __delete__(self, instance):  # pragma: no cover        instance.release()",,"def __delete__(self, instance):  # pragma: no cover        instance.release()",54d29940-109d-4a9c-83f7-6f4911597f91
struct,lock.py,__init__,279,281,"def __init__(self, *args, **kwargs):        self._init_lock()        self.init(*args, **kwargs)",,"def __init__(self, *args, **kwargs):        self._init_lock()        self.init(*args, **kwargs)",130474b8-de20-429a-ba4c-90b6d681e7bd
struct,lock.py,init,283,284,"def init(self, *args, **kwargs):        pass",,"def init(self, *args, **kwargs):        pass",2e68b865-1bdd-4095-9a81-83be95b41f2b
struct,lock.py,_init_lock,286,287,def _init_lock(self):        self.lock = Lock(),,def _init_lock(self):        self.lock = Lock(),b11c477c-8f02-4bd6-8fbd-b87ca89e4214
struct,lock.py,__getattribute__,289,298,"def __getattribute__(self, name):        attr = object.__getattribute__(self, name)        if name.startswith(""_"") or not callable(attr):            return attr        @lock        def wrapper(*args, **kwargs):            return attr(*args[1:], **kwargs)        return wrapper",,"def __getattribute__(self, name):        attr = object.__getattribute__(self, name)        if name.startswith(""_"") or not callable(attr):            return attr        @lock        def wrapper(*args, **kwargs):            return attr(*args[1:], **kwargs)        return wrapper",1a5a422e-2d07-4e56-a497-9da0992601d9
struct,lock.py,_init_lock,305,306,def _init_lock(self):        self.lock = RLock(),,def _init_lock(self):        self.lock = RLock(),3204297c-d2d9-481d-9949-ab2deaf50d81
struct,lock.py,_init_lock,313,314,def _init_lock(self):        self.lock = RWLock(),,def _init_lock(self):        self.lock = RWLock(),fb0ded05-b9ba-4777-9c86-acced4682dfc
struct,style.py,set_db,8,9,"def set_db(cls, db):        cls.db = db",,"def set_db(cls, db):        cls.db = db",099cab68-b596-4052-8705-cf54c24e90f7
struct,style.py,inner,12,17,"def inner(cls, fn):        @staticmethod        def x(*args, **kwargs):            return fn(cls.db, *args, **kwargs)        return x",,"def inner(cls, fn):        @staticmethod        def x(*args, **kwargs):            return fn(cls.db, *args, **kwargs)        return x",6e351cd4-9538-4d28-9917-9442c9723abb
struct,style.py,queue,20,25,"def queue(cls, fn):        @staticmethod        def x(*args, **kwargs):            return cls.db.queue(fn, *args, **kwargs)        return x",,"def queue(cls, fn):        @staticmethod        def x(*args, **kwargs):            return cls.db.queue(fn, *args, **kwargs)        return x",58d7cc3d-f67c-4e19-ab29-7ed831d3d87e
struct,style.py,async_,28,33,"def async_(cls, fn):        @staticmethod        def x(*args, **kwargs):            return cls.db.async_(fn, *args, **kwargs)        return x",,"def async_(cls, fn):        @staticmethod        def x(*args, **kwargs):            return cls.db.async_(fn, *args, **kwargs)        return x",e4ab1069-52a4-49de-be0f-c184d4f50da3
web,format.py,url,13,31,"def url(value):    url = urllib.parse.unquote(to_str(value))    #: Translate 'unicode-escape' escapes    url = re.sub(_RE_UNICODE_ESCAPE, lambda x: chr(int(x.group(1), 16)), url)    #: Removes HTML tags and translate HTML escape characters    url = purge.text(url)    #: Decode RFC2047 email message header    url = purge.rfc2047(url)    #: Remove redundant '/'    url = _RE_DOUBLE_SLASH.sub(""/"", url)    #: Final cleanup    url = url.lstrip(""."").rstrip(""/"")    return url",,"def url(value):    url = urllib.parse.unquote(to_str(value))    #: Translate 'unicode-escape' escapes    url = re.sub(_RE_UNICODE_ESCAPE, lambda x: chr(int(x.group(1), 16)), url)    #: Removes HTML tags and translate HTML escape characters    url = purge.text(url)    #: Decode RFC2047 email message header    url = purge.rfc2047(url)    #: Remove redundant '/'    url = _RE_DOUBLE_SLASH.sub(""/"", url)    #: Final cleanup    url = url.lstrip(""."").rstrip(""/"")    return url",732f7b84-35a6-409f-a4fe-796c4ee06e23
web,misc.py,get_ip,8,9,def get_ip():    return socket.gethostbyname(socket.getfqdn()),,def get_ip():    return socket.gethostbyname(socket.getfqdn()),5cca34b3-b8f6-4e32-92ec-38ea0cc0c0ba
web,parse.py,name,109,122,"def name(url, safe_name=True):    url = format.url(url)    up = urllib.parse.urlparse(url)    name = up.path.split(""/"")[-1]    if not name:        name = up.query.split(""="", 1)[::-1][0].split(""&"", 1)[0]    if not name and up.fragment:        name = ""#"" + up.fragment    elif name and up.fragment:        name += ""#"" + up.fragment    if not name:        name = up.netloc.split(""."", 1)[0]    return safe_nm(name) if safe_name else name",,"def name(url, safe_name=True):    url = format.url(url)    up = urllib.parse.urlparse(url)    name = up.path.split(""/"")[-1]    if not name:        name = up.query.split(""="", 1)[::-1][0].split(""&"", 1)[0]    if not name and up.fragment:        name = ""#"" + up.fragment    elif name and up.fragment:        name += ""#"" + up.fragment    if not name:        name = up.netloc.split(""."", 1)[0]    return safe_nm(name) if safe_name else name",c642244a-e407-4517-ba8c-fbac41e52f60
web,purge.py,comments,12,14,"def comments(value):        return _RE_COMMENTS.sub("""", value).strip()",Removes HTML comments from a text string.,"def comments(value):    """"""Removes HTML comments from a text string.""""""    return _RE_COMMENTS.sub("""", value).strip()

Removes HTML comments from a text string.",b155249d-ba2f-4568-a184-2bc7fa12f849
web,purge.py,unescape,17,19,def unescape(value):        return html.unescape(value),Translates HTML or XML escape character references and entities from a text string.,"def unescape(value):    """"""Translates HTML or XML escape character references and entities from a text string.""""""    return html.unescape(value)

Translates HTML or XML escape character references and entities from a text string.",539567e6-f50d-4f92-97a3-a2cb0eb3b820
web,purge.py,tags,22,24,"def tags(value):        return _RE_TAGS.sub("""", value).strip()",Removes HTML tags from a text string.,"def tags(value):    """"""Removes HTML tags from a text string.""""""    return _RE_TAGS.sub("""", value).strip()

Removes HTML tags from a text string.",53134460-61cc-4af7-9c8f-05ff0b77688b
web,purge.py,rfc2047,27,38,"def rfc2047(value):        def decode_chunk(m):        data, encoding = decode_rfc2047_header(m.group(0))[0]        try:            res = data.decode(encoding)        except (LookupError, UnicodeEncodeError):            res = m.group(0)        return res    return _RE_RFC2047.sub(decode_chunk, value, re.I)",Decodes RFC2047 email message header value,"def rfc2047(value):    """"""Decodes RFC2047 email message header value""""""    def decode_chunk(m):        data, encoding = decode_rfc2047_header(m.group(0))[0]        try:            res = data.decode(encoding)        except (LookupError, UnicodeEncodeError):            res = m.group(0)        return res    return _RE_RFC2047.sub(decode_chunk, value, re.I)

Decodes RFC2047 email message header value",b8cb3f98-fdb0-4c78-92a6-0c172a38017a
web,purge.py,text,41,43,"def text(value):        return tags(unescape(value)).strip(""'\"" "")","Removes HTML tags, translate HTML escape characters and removes surrounding quotation marks","def text(value):    """"""Removes HTML tags, translate HTML escape characters and removes surrounding quotation marks""""""    return tags(unescape(value)).strip(""'\"" "")

Removes HTML tags, translate HTML escape characters and removes surrounding quotation marks",971c7941-dd3c-44b2-9dcf-1434f63095f8
plugins,helpers.py,__init__,25,26,"def __init__(self, plugin):        self.plugin = plugin",,"def __init__(self, plugin):        self.plugin = plugin",1b1c4cdc-449e-4289-a773-5de01f7ca948
plugins,helpers.py,set,28,38,"def set(self, option, value, plugin=None):                self.plugin.pyload.api.set_config_value(            plugin or self.plugin.classname, option, value, section=""plugin""        )","Set config value for current plugin.

:param option:
:param value:
:return:","def set(self, option, value, plugin=None):        """"""        Set config value for current plugin.        :param option:        :param value:        :return:        """"""        self.plugin.pyload.api.set_config_value(            plugin or self.plugin.classname, option, value, section=""plugin""        )

Set config value for current plugin.

:param option:
:param value:
:return:",1eec0602-5233-4b3e-8a9a-76028815e972
plugins,helpers.py,get,40,56,"def get(self, option, default=None, plugin=None):                try:            return self.plugin.pyload.config.get_plugin(                plugin or self.plugin.classname, option            )        except KeyError:            self.plugin.log_debug(                ""Config option `{}` not found, use default `{}`"".format(option, default)            )  # TODO: Restore to `log_warning` in 0.6.x            return default","Returns config value for current plugin.

:param option:
:return:","def get(self, option, default=None, plugin=None):        """"""        Returns config value for current plugin.        :param option:        :return:        """"""        try:            return self.plugin.pyload.config.get_plugin(                plugin or self.plugin.classname, option            )        except KeyError:            self.plugin.log_debug(                ""Config option `{}` not found, use default `{}`"".format(option, default)            )  # TODO: Restore to `log_warning` in 0.6.x            return default

Returns config value for current plugin.

:param option:
:return:",50267d32-a47f-4e24-8026-dfdd6f473129
plugins,helpers.py,__init__,60,61,"def __init__(self, plugin):        self.plugin = plugin",,"def __init__(self, plugin):        self.plugin = plugin",ac8e14cd-ae23-4a25-bde0-788babd2466e
plugins,helpers.py,store,63,69,"def store(self, key, value):                # NOTE: value must not be <bytes> otherwise BOOM! and moreover our sqlite db always return strings as <str>        entry = b85encode(json.dumps(value, ensure_ascii=False).encode()).decode()        self.plugin.pyload.db.set_storage(self.plugin.classname, key, entry)",Saves a value persistently to the database.,"def store(self, key, value):        """"""        Saves a value persistently to the database.        """"""        # NOTE: value must not be <bytes> otherwise BOOM! and moreover our sqlite db always return strings as <str>        entry = b85encode(json.dumps(value, ensure_ascii=False).encode()).decode()        self.plugin.pyload.db.set_storage(self.plugin.classname, key, entry)

Saves a value persistently to the database.",f1935da3-9ef5-44e1-80e2-27c4b977b68d
plugins,helpers.py,retrieve,71,88,"def retrieve(self, key=None, default=None):                entry = self.plugin.pyload.db.get_storage(self.plugin.classname, key)        if key:            if entry is None:                value = default            else:                value = json.loads(b85decode(entry).decode())        else:            if not entry:                value = default            else:                value = {k: json.loads(b85decode(v).decode()) for k, v in entry.items()}        return value",Retrieves saved value or dict of all saved entries if key is None.,"def retrieve(self, key=None, default=None):        """"""        Retrieves saved value or dict of all saved entries if key is None.        """"""        entry = self.plugin.pyload.db.get_storage(self.plugin.classname, key)        if key:            if entry is None:                value = default            else:                value = json.loads(b85decode(entry).decode())        else:            if not entry:                value = default            else:                value = {k: json.loads(b85decode(v).decode()) for k, v in entry.items()}        return value

Retrieves saved value or dict of all saved entries if key is None.",c482bcdd-ef9f-45d2-b2a8-394503967411
plugins,helpers.py,delete,90,94,"def delete(self, key):                self.plugin.pyload.db.del_storage(self.plugin.classname, key)",Delete entry in db.,"def delete(self, key):        """"""        Delete entry in db.        """"""        self.plugin.pyload.db.del_storage(self.plugin.classname, key)

Delete entry in db.",4fcab8bd-4b11-46af-a512-1593fba38ca6
plugins,helpers.py,__init__,98,103,"def __init__(self, plugin, task=lambda x: x, interval=None):        self.plugin = plugin        self.task = task        self.cb = None        self._ = self.plugin.pyload        self.interval = interval",,"def __init__(self, plugin, task=lambda x: x, interval=None):        self.plugin = plugin        self.task = task        self.cb = None        self._ = self.plugin.pyload        self.interval = interval",42dcb1a3-d7be-4304-b25b-0262c94b3b71
plugins,helpers.py,set_interval,105,114,"def set_interval(self, value):        newinterval = max(0, value)        if newinterval != value:            return False        if newinterval != self.interval:            self.interval = newinterval        return True",,"def set_interval(self, value):        newinterval = max(0, value)        if newinterval != value:            return False        if newinterval != self.interval:            self.interval = newinterval        return True",db438e4f-d660-4735-aef0-bbe004a367fe
plugins,helpers.py,start,116,123,"def start(self, interval=None, threaded=False, delay=0):        if interval is not None and self.set_interval(interval) is False:            return False        else:            self.cb = self.plugin.pyload.scheduler.add_job(                max(1, delay), self._task, [threaded], threaded=threaded            )            return True",,"def start(self, interval=None, threaded=False, delay=0):        if interval is not None and self.set_interval(interval) is False:            return False        else:            self.cb = self.plugin.pyload.scheduler.add_job(                max(1, delay), self._task, [threaded], threaded=threaded            )            return True",7fb39031-d298-4f3c-83cb-f573493ab826
plugins,helpers.py,restart,125,127,"def restart(self, *args, **kwargs):        self.stop()        return self.start(*args, **kwargs)",,"def restart(self, *args, **kwargs):        self.stop()        return self.start(*args, **kwargs)",4cb335c7-fd1b-49fc-afe6-a10e82dae705
